dateym,dp,rf,rmrf_y3,cay,exp_rmrf
196209,0.032081759530747975,0.0278,0.16672291888366098,0.008055196006014675,0.09166167955616487
196212,0.034355817756605976,0.0287,0.13687374395781893,0.007394636070252147,0.09660893659130437
196303,0.03509974420734789,0.028900000000000002,0.1053514145385892,0.005612729390416682,0.09771987413024293
196306,0.03438191942275065,0.029900000000000003,0.07101246080774337,0.004487070680506022,0.0940451478417408
196309,0.03312313346554507,0.0338,0.020636745717376392,0.00641900604663892,0.0865134853761977
196312,0.03234878196270805,0.0352,0.026678215464675636,0.003188939074952657,0.08135066923803906
196403,0.03176068292214026,0.0354,0.05264320913664067,0.0011165459908832887,0.0786445905067513
196406,0.03147866663694178,0.0348,0.04854956283090228,-0.007257410459848401,0.07526395424511452
196409,0.031308195654955594,0.0353,0.061965958038863844,-0.003994160759999588,0.0754744390592781
196412,0.030611931260803728,0.0384,0.06033931050899577,-0.012923870542232763,0.06616414688868302
196503,0.030414360525814962,0.0393,0.022808564312302604,-0.0037367669632821787,0.0681665955322363
196506,0.03053272760204041,0.038,0.07745318938106682,0.0003631210573100674,0.07172998150184406
196509,0.030595511197319517,0.0392,0.0613817149920195,-0.013216974148750893,0.06501641677993493
196512,0.030561320693277487,0.0438,0.05517584069961878,-0.008883619337593629,0.06098203464485865
196603,0.030784827467396615,0.045899999999999996,0.04870717814105707,0.008176618600089114,0.06581300842794323
196606,0.03126887905171143,0.045,0.04583323294630803,0.0007129374996814875,0.06529317678772092
196609,0.03277620970523506,0.0537,0.0657187917288915,0.0008486887072205462,0.05882012255645448
196612,0.03389052280024795,0.0496,0.04093548920461876,-0.01229541264209466,0.06172999020085808
196703,0.03443814232741424,0.0426,-0.01861007479370924,-0.02497001701226864,0.0668240755447986
196706,0.03400019085426017,0.0354,-0.1058379265327416,-0.020699008388580964,0.07617665776257274
196709,0.03251981624155149,0.044199999999999996,-0.0790460670659141,-0.02743196813957205,0.05854216899741345
196712,0.030792689398000346,0.049699999999999994,-0.05510877348841037,-0.034876679356692364,0.044003002504692024
196803,0.030650921411029763,0.051699999999999996,0.006271180603908411,-0.025786497316921952,0.04476705926832246
196806,0.030312172808349445,0.0552,-0.03724472329404249,-0.03274242721970566,0.03674383667166816
196809,0.030067700262554498,0.0519,-0.051355072163963955,-0.01927421249860295,0.04549448376868048
196812,0.029284758885563276,0.0596,-0.04651168513160786,-0.030248431968111333,0.02946316296819144
196903,0.028602249992194476,0.0602,-0.010792126848263583,-0.0182056117013083,0.03162527336088036
196906,0.02903650488139157,0.0644,0.006953193483655307,-0.01895665373993971,0.027359713827849647
196909,0.029870960613199445,0.0709,0.03175057028593953,-0.0322250502166721,0.016386702796168367
196912,0.030927546748395804,0.0782,0.058189568985887785,-0.030643858507916732,0.010961339913561326
197003,0.03205850916310921,0.0663,0.0401370910246035,-0.03245807577734716,0.02803809257421947
197006,0.03411651182314765,0.0668,0.09395090881547241,-0.03490797997637962,0.03216483002154905
197009,0.035474902793018945,0.061200000000000004,0.06014894800239068,-0.0404872708491979,0.04061407982136887
197012,0.03602247737149392,0.0487,-0.01571560192087973,-0.043843899822556764,0.0561943154646778
197103,0.03534926017254597,0.0338,-0.06112919977969311,-0.046832358618866365,0.07148502684257077
197106,0.032876414642247186,0.0475,-0.10125839186756647,-0.05340787173186712,0.04512029412687113
197109,0.03108703246540559,0.046900000000000004,-0.1881295503936331,-0.050402681921633885,0.042084352042146764
197112,0.029995965152782484,0.0401,-0.17941654439084986,-0.04774924468279096,0.04848505032804358
197203,0.029216423760920974,0.0373,-0.1363768926699228,-0.04285567106417609,0.05171711755949771
197206,0.028651440502799393,0.0391,-0.09071122127532816,-0.03545757852810105,0.05087743083119741
197209,0.02787250997323963,0.0466,-0.13894553661248377,-0.034237084885175406,0.039961697972813924
197212,0.026995696722935437,0.0507,-0.138678563299377,-0.051208488383679196,0.02571440754126219
197303,0.026824720783708064,0.060899999999999996,-0.06373182692488677,-0.033909413005080324,0.01956783802643524
197306,0.0276055885028804,0.0719,-0.025135955547687105,-0.036358460766001244,0.007213591277198307
197309,0.028391025648532332,0.08289999999999999,-0.04469065712547349,-0.03739606878899693,-0.004565671520039084
197312,0.030819324672963364,0.0745,0.014756105338589176,-0.038906433473904656,0.011926180149105032
197403,0.03282291686691474,0.0796,0.0011954310673587543,-0.031416896587714405,0.014195693252919242
197406,0.03539964802232466,0.079,0.06120362017061631,-0.020682480384818902,0.02637100497597293
197409,0.040709076417383444,0.0806,0.16366630124376957,-0.010914433372292365,0.04304499030302606
197412,0.04525699936668398,0.07150000000000001,0.13683849317523467,-0.02427696225339382,0.06156715661948325
197503,0.04785457046365462,0.054900000000000004,0.04191115428971326,-0.020648693362815607,0.09067619462644412
197506,0.047598700642684656,0.053399999999999996,0.020434674884023396,-0.05368310010662114,0.07865252896752076
197509,0.04534154697861805,0.0642,0.09897593980270569,-0.0222474332841891,0.0716018149614292
197512,0.04202718103130458,0.054400000000000004,0.044845696227250986,-0.021357134772882702,0.07481726412149327
197603,0.04013709300430591,0.05,0.017321190056933,-0.015725340281212752,0.07722822723250977
197606,0.04003347475499298,0.0541,0.01969974604383351,-0.014257605957570973,0.07247516168233527
197609,0.03936541441352455,0.0508,0.03942325066712682,-0.011210917031858614,0.07589707809032718
197612,0.039815023581720635,0.0435,0.02396354190042449,-0.005641053035844834,0.08835652372845718
197703,0.04127538429813889,0.046,0.017104656074451885,0.006513983623250397,0.09417754320652882
197706,0.04301271078853929,0.050199999999999995,0.04628765083387987,0.0009633525464600723,0.0916207705045311
197709,0.044547950996646,0.0581,0.10027399640358992,-0.0035342013564179098,0.08436479803642861
197712,0.046627262129979356,0.060700000000000004,0.12541973375961968,-0.0007930633128445663,0.08803223228072378
197803,0.04898265920558973,0.0629,0.13904475787367265,-0.0008896745990778498,0.09182899638213145
197806,0.049907379697560775,0.0673,0.0925861633130316,0.009215874647486189,0.09300498679807319
197809,0.0498636821400018,0.0785,0.0024948202045651513,0.0031005949702063162,0.0766526429860232
197812,0.05087304680385721,0.0908,0.050614313115201925,0.004514015356704704,0.06487086925332952
197903,0.05075190508284133,0.09480000000000001,-0.016659468780460207,-0.0012360405970284205,0.05731686778248359
197906,0.051653404584408875,0.0906,-0.03794535860926884,0.0037492766218019113,0.06698092477609403
197909,0.052257331413623556,0.1026,-0.030191224276236328,0.006109620245942082,0.054819298142430986
197912,0.05176692584096439,0.1204,0.03292924018010601,0.0076810491409240456,0.03215887088861108
198003,0.051564691418031876,0.152,0.1030851013245202,0.004434796748986614,-0.00861715058257811
198006,0.05110827739693468,0.0707,0.09884813389185187,-0.014247467085290566,0.08280694513083015
198009,0.050760023174631484,0.1027,0.045132258138735226,-0.015887584541401267,0.04177235956500657
198012,0.04807876844580162,0.1549,0.010250527256028041,-0.007922679413889355,-0.026798266773082637
198103,0.04671541992029987,0.1336,-0.006387723150548252,0.004223362750071402,0.0004867374175283477
198106,0.04510538425527876,0.14730000000000001,-0.010499662147954947,0.0027244093900424815,-0.021458118643541784
198109,0.04596855976050287,0.147,0.0740905517888244,-0.0014796866866770841,-0.020364935900288445
198112,0.04768474990636553,0.1085,0.05351182958833456,-0.012186757507445023,0.02755774364074562
198203,0.05042768401268214,0.1268,0.12962185654065972,-0.005628669216759974,0.015252522408959811
198206,0.05355406886708611,0.1247,0.1659290156585238,-0.00606243732937628,0.02635350046072381
198209,0.05505191400600608,0.07919999999999999,0.10756674492460494,-0.006751155193741809,0.08628226427606545
198212,0.054066461996980196,0.0794,0.09851487027014683,0.005221299476604102,0.08806722479818037
198303,0.05103059546003172,0.08349999999999999,0.11009576633041585,0.0067250226530752855,0.07518067226488882
198306,0.04614133876354003,0.08789999999999999,0.08557316168602291,0.016080165224517273,0.05990244663108646
198309,0.041988990198159826,0.09,0.06188282940027734,0.02501826983626465,0.049338570956964735
198312,0.040402398821525826,0.09,0.08281637415181509,0.0251574853169636,0.044985377580041626
198403,0.03983982443279481,0.09519999999999999,0.17858069815145527,0.024464434636271903,0.036741363775944696
198406,0.04182227347668546,0.0987,0.20667208054731212,0.02681256261480236,0.038874576274542855
198409,0.04257427667474331,0.10369999999999999,0.19844953480694882,0.02301438219043561,0.03329269108874745
198412,0.04361064308491392,0.0806,0.09070359659055294,0.02336945227966325,0.06476551434920158
198503,0.04310013529987474,0.0852,0.08503857432257567,0.04066127158345445,0.06456996223860467
198506,0.041298060489835774,0.0695,0.08451132363119607,0.026657211936612413,0.07332088416141445
198509,0.040745395896077646,0.071,0.10282700549107404,0.04398641722356089,0.07684126829629702
198512,0.03913914152856808,0.071,0.053062298847048606,0.03201513859941585,0.06760887987678103
198603,0.03752326241308137,0.06559999999999999,0.028893780817899062,0.026142200222752265,0.06743022255528844
198606,0.03583977848908674,0.0621,0.03615966101451562,0.02192638022518345,0.0653836950927597
198609,0.033943999512770134,0.0521,0.10043335446914692,0.031482167750272794,0.07623944187969513
198612,0.03375612751869278,0.0553,0.08659655151067791,0.02635171192777186,0.06973219019672497
198703,0.03254786761380893,0.0559,0.0014004252555626095,0.01340702701394747,0.0604789199243928
198706,0.03223720845653288,0.0567,0.007211144637307543,0.033711527353220916,0.06671922671288111
198709,0.03148511355857861,0.064,-0.07075935444036374,0.02931296095412428,0.0538858849380027
198712,0.03232124315068336,0.057699999999999994,0.0496780465627078,0.023384044626364897,0.061606816834021416
198803,0.035264995503614775,0.057,0.07614150273708331,0.028820833498274467,0.07281467622813137
198806,0.03640618310248468,0.0646,0.05192084589101831,0.022741580578713894,0.06420313879279821
198809,0.03917053224073548,0.0724,0.07555109907136615,0.026329197777716473,0.06370660898696807
198812,0.04046798348284918,0.08070000000000001,0.10021902857547915,0.02754601136480872,0.057573704425877545
198903,0.039722965487567596,0.0882,0.07252032610384274,0.02703108239451879,0.046060849519514245
198906,0.04007473811646106,0.0815,0.0462809480792743,0.033361616109187864,0.05781246827881511
198909,0.03865664684122504,0.0775,0.026495291258069598,0.03215200106595972,0.05831682882363093
198912,0.03552043230717007,0.07629999999999999,0.053204491936020615,0.02564338456547155,0.048487359793627935
199003,0.03462744360844465,0.079,0.08566394646489783,0.028185090897450138,0.043693062380003145
199006,0.034450082329320036,0.07730000000000001,0.07339376704419132,0.02198079588010593,0.04282241570003125
199009,0.03488246236909854,0.0736,0.1545534508324895,0.03089805752000352,0.052133497859243885
199012,0.036464162240601325,0.0674,0.13417234974052716,0.02708176124260042,0.06264459698681045
199103,0.036012963002074454,0.0591,0.06506272024083048,0.01390121623227536,0.06636288738163833
199106,0.03502951678516057,0.0557,0.06421261561799407,0.01438924112748552,0.06801229365911518
199109,0.03343331987455231,0.052199999999999996,0.06256851234612149,0.012886335387170433,0.06728907626407285
199112,0.03092064694234623,0.0407,0.029845124950535373,-0.0010563313585727485,0.06891689753730887
199203,0.029760390382713397,0.0404,0.06380885238728928,-0.0010742970362898063,0.0660552427210936
199206,0.028906081788373384,0.0366,0.09535130597142394,-0.0021950373579997517,0.06791525482323935
199209,0.028454014435945352,0.0291,0.11462166898895787,0.002597861440298388,0.07780602463545053
199212,0.02776592840452382,0.0322,0.1040843596302441,0.006092769438998502,0.07346815527057853
199303,0.027410151790798545,0.029500000000000002,0.1071057687271848,0.009671821546497483,0.07723089164449165
199306,0.026840144879753926,0.030699999999999998,0.1187357531254809,0.013818404029432685,0.07582091803391122
199309,0.026131117573426847,0.029500000000000002,0.11303620843435969,0.019211756643144895,0.07747734819652373
199312,0.025635519331932134,0.030600000000000002,0.1292190251516545,0.020337556507074694,0.07519388667585382
199403,0.02536190905503537,0.035,0.14565685869026335,0.029904842960510436,0.07282564897433512
199406,0.02549510163071802,0.0414,0.21117390895803156,0.028674190656214904,0.06482278419624166
199409,0.025516193983471592,0.0462,0.2274968813846694,0.031983295569535386,0.060287642961892346
199412,0.02611219121223681,0.055999999999999994,0.23729093193308204,0.03193522658240333,0.0498542017015341
199503,0.026124795180860576,0.057300000000000004,0.25475490463603756,0.024078891826153637,0.0451582576227523
199506,0.0254442063235059,0.0547,0.22409165042464374,0.028759827298340923,0.04833423895591337
199509,0.025174070368518528,0.0528,0.13491110140009877,0.02936061598250639,0.05016313155806661
199512,0.023875434059494657,0.051399999999999994,0.19521864897439856,0.03100138932935792,0.04893260644101995
199603,0.022737265839341988,0.0496,0.1881134845518062,0.03056250903459201,0.04781215325218685
199606,0.021693245352301164,0.0509,0.20231980111304093,0.03303901401393361,0.044296550627907966
199609,0.020908647161815508,0.0509,0.16479446061266234,0.031792321883576946,0.04161973638085753
199612,0.02028186097122008,0.049100000000000005,0.21094116154066622,0.03382878980032267,0.04290638288513857
199703,0.019715046839407325,0.051399999999999994,0.2266895348617639,0.034882810724859326,0.0389184324660839
199706,0.018970816382415094,0.0493,0.14218718329100866,0.024206803561590107,0.03518386505504228
199709,0.01775763847947316,0.0495,0.10574842186200728,0.026586624079836696,0.03251454782056115
199712,0.016893068417337783,0.0516,0.057709495426795376,0.022860276830325432,0.02604116408715183
199803,0.015849076051995717,0.050300000000000004,-0.03607255878271709,0.008171510567869689,0.01888971606328438
199806,0.015107507624779389,0.049800000000000004,-0.016079563303977862,0.011668717525976646,0.018838170715050326
199809,0.015136251162570663,0.0461,-0.02907138219175498,0.019584908597797934,0.02662886532264596
199812,0.014586006418043638,0.043899999999999995,-0.05162330123926262,0.014466074957949715,0.02577034940672916
199903,0.014341009405679091,0.0444,-0.05938816570902361,0.009994153371991388,0.022692225012521786
199906,0.014384025245820505,0.045700000000000005,-0.12405989127271932,0.018583553106259032,0.02463240936617059
199909,0.013687267469418476,0.046799999999999994,-0.15700940030930544,0.024011127189732306,0.02350372015108672
199912,0.013090174934817844,0.052000000000000005,-0.18338567098551484,0.015419162570733391,0.012017035340941085
200003,0.012522229788143293,0.056900000000000006,-0.2002581235056664,0.00983635805042482,0.0021796278246225217
200006,0.011775193438496817,0.056900000000000006,-0.13656798621044275,0.014331977714791222,0.0018947986718944828
200009,0.01108600841579,0.06,-0.121696918645404,0.011726561129526303,-0.004876361155785697
200012,0.011166961967695706,0.057699999999999994,-0.044721738272315736,0.022123247383703415,0.0023232436319849683
200103,0.011504913124915124,0.044199999999999996,0.014900348862056267,0.018436327208871006,0.018421090917769764
200106,0.011784640169074325,0.0349,-0.0034836213841593633,0.01708906570761748,0.030116197620558383
200109,0.012878873633826454,0.0264,0.053740983486599614,0.005811086118216124,0.03913304952400723
200112,0.013453083414187536,0.0169,0.04686487169023201,0.02183193684619944,0.05881184674888875
200203,0.013746355858673,0.0179,0.03685046865282504,0.0004837374935870997,0.04989043086919329
200206,0.014443328005182457,0.017,0.09267381792762253,0.001346044833296034,0.0532791333653911
200209,0.015211240613192558,0.0163,0.17942359783170647,0.012820945258679828,0.060846449747523325
200212,0.016277418857880886,0.011899999999999999,0.15622690945811346,0.011504946893532875,0.06870412603653364
200303,0.017504028352146553,0.0113,0.18788592022163075,0.017592100426865542,0.0752764927962251
200306,0.018336944928408903,0.0092,0.11621561878287978,0.00854881346235814,0.0765747764658474
200309,0.018146479457318638,0.009399999999999999,0.11441555459623065,0.005414760266672758,0.07455065790492095
200312,0.018011168251032585,0.009000000000000001,0.09280996425462096,0.004111598436857378,0.0741481867916134
200403,0.017299428441295905,0.009399999999999999,0.08599964515626968,0.003352440236177756,0.0713753778683656
200406,0.01728553970062094,0.0127,0.10203747131260532,-0.0032256013172808906,0.06465171871850119
200409,0.01722841134844614,0.0165,0.11242839353860412,-0.003610021453447132,0.05965947796739976
200412,0.019394219236412977,0.0219,0.062220685993876534,0.000534894497850047,0.060677813144606775
200503,0.01994084066276306,0.0274,0.03430572736785842,0.007151768803552727,0.05805852998311106
200506,0.020138368769857907,0.0297,0.02441492694550429,0.00932450642983973,0.05664012606751891
200509,0.020076682469574343,0.0342,-0.027627863912516926,0.011245609794700684,0.05169152016578218
200512,0.018287230593919058,0.038900000000000004,-0.11964351743122403,0.008384271480670336,0.03979042518769452
200603,0.01837312476608894,0.0451,-0.16382933176744618,-0.0001690094087507532,0.02898529093346777
200606,0.018605548906287458,0.0479,-0.10480169458639621,0.008298373398172743,0.029555666226242897
200609,0.018823637219515264,0.0481,-0.06582778343340234,0.009990434630301692,0.030589413167783713
200612,0.018962176872263804,0.048499999999999995,-0.06690929865003292,0.0016735481330361068,0.027168437023676044
200703,0.018934278114320715,0.049400000000000006,-0.05010439529241395,-0.006258987859844467,0.022822260124216977
200706,0.018838793823392354,0.0461,-0.10165609784222163,-0.0002195549903216687,0.02902743496820768
200709,0.018902810216692566,0.038900000000000004,-0.06936089908241727,0.0035655038895043845,0.03958124105892777
200712,0.01916309022188611,0.03,-0.02218501490160185,0.009016146571228845,0.05343777879098578
200803,0.01970097756038082,0.0126,0.03288922468796174,0.01258419935631494,0.07778493234765478
200806,0.02030320603635457,0.018600000000000002,0.03475757834581761,-0.007567568288266102,0.06404028315657695
200809,0.021216049174287144,0.0113,0.014146389556498828,0.019834950275434693,0.08648456975578014
200812,0.023837652266867414,0.0003,0.1508842329113358,0.005145666090175638,0.1014657068402114
200903,0.02705223975951001,0.0021,0.23845732562283883,0.0006957094895447824,0.10640828989430985
200906,0.02766761407079815,0.0018,0.1571977687586561,-0.023675159720131234,0.0987789046399546
200909,0.027315484681612597,0.0012,0.1224755398777666,-0.01309745063026746,0.10275337700128416
200912,0.025020648400063142,0.0005,0.10370446181890047,-0.012998038052268512,0.09727850076128247
201003,0.021537914664443457,0.0015,0.11764305490376903,-0.01114502315286714,0.08710757413317824
201006,0.0206247941950648,0.0012,0.16856143173757743,-0.012133666271438415,0.08454593838660483
201009,0.021194407185929073,0.0015,0.14936241645270165,-0.01592839876020946,0.08424747870358812
201012,0.021454211597908536,0.0014000000000000002,0.1424294806246491,-0.013495242753361225,0.08606187963480154
201103,0.021171395788625175,0.001,0.12713315935189917,-0.015486313028064913,0.08497549042311152
201106,0.020892807747029073,0.0004,0.1479247854617909,-0.007708848171542826,0.08803875534307459
201109,0.020642590605147965,0.0001,0.2124659211090043,0.0010921046502705423,0.0912190880814766
201112,0.021003533472032643,0.0001,0.18554567526806753,0.004385517113602688,0.0935340622138634
201203,0.021753797317333706,0.0008,0.1464865015233061,-0.003890466866433684,0.09145967418416558
201206,0.022692048494411664,0.0009,0.16068001354921302,-0.005258430033785899,0.09339865420529249
201209,0.0230880157401541,0.0011,0.10539397684204599,-0.007110355990024075,0.09351482502368307
201212,0.025145484725739756,0.0007000000000000001,0.12283348723299992,-0.017479644976186037,0.09559367366949056
201303,0.025072190141027306,0.0009,0.09106529598013391,0.005353683174632806,0.1042399775157585
201306,0.024951917972534453,0.0005,0.09463185004102903,-0.0005467485593815269,0.10204784291306791
201309,0.024603162447736176,0.0002,0.08783923965124374,-0.00329176274868459,0.10035470525987454
201312,0.02165089003820581,0.0007000000000000001,0.06852437212951834,-0.003005589416119392,0.09164940937116316
201403,0.021601703861005996,0.0005,0.08137338530394622,-0.012562141954688855,0.08795194760698567
201406,0.021132580486199412,0.0004,0.0733225487242537,-0.013221171153778855,0.0865090210504654
201409,0.02078151626554663,0.0002,0.09134209487947831,-0.012150571439569546,0.08620635866130096
201412,0.020962320481199948,0.0003,0.09776479004579919,-0.017789079785748285,0.08433933210465241
201503,0.021105165189058316,0.0003,0.08721495750142183,-0.028619330795406128,0.08042171743821334
201506,0.02110192592923908,0.0002,0.0991167626116991,-0.026989921958820773,0.08118500478839329
201509,0.021526001047736908,0.0002,0.1524403997866044,-0.02274386252917715,0.08405491804558715
201512,0.021892631347996593,0.0023,0.07439961687241325,-0.02781483380060301,0.0804669958349036
201603,0.022655623320073637,0.0029,0.11675365087608425,-0.03005240144508292,0.08095671639685557
201606,0.023077265778173362,0.0027,0.11869262730606756,-0.02670242682443913,0.08370922373729393
201609,0.02297746383975381,0.0029,0.10333033597199148,-0.026610943831828493,0.083222014995272
201612,0.022847740546914422,0.0051,0.11891126390972162,-0.026704074028147673,0.08011477391776772
201703,0.021855623227619442,0.0074,0.012884513243085927,-0.02737833791994504,0.07425652448491749
201706,0.021482295093634217,0.0098,0.07359948213863121,-0.03320477171446079,0.06794202187947941
201709,0.021335015511114816,0.0103,0.08871323538754905,-0.036244788194469635,0.06570586430222776
201712,0.02076404251561822,0.0132,0.12020621123269759,-0.03413111321554574,0.06138949756912301
201803,0.02061002997521559,0.017,0.1471735144856563,-0.037702000065312546,0.05485862612295277
201806,0.0204179111610967,0.019,0.16472955907410824,-0.039979219772344976,0.05095424754307258
201809,0.020390948530905534,0.0213,0.14069937805552302,-0.046377645726991545,0.045497487055086765
201812,0.02114883749543008,0.023700000000000002,0.23408247280026928,-0.03827495337373854,0.047875352995632385
201903,0.021318483961482667,0.024,0.1622664372799527,-0.061158176852361024,0.03886106841011272
201906,0.021594456131130934,0.0217,0.08041611679947724,-0.055302302934263636,0.044793609566174085
201909,0.021506486514810175,0.0189,0.06184492624529336,-0.04960937311394531,0.05026579008514308
201912,0.020862827814790805,0.0154,0.05557807335623188,-0.053025031702507164,0.051427386862985314
202003,0.021469769086335525,0.0029,0.16649459134850542,-0.06821382558415934,0.06245890716630531
202006,0.020871940635000624,0.0016,0.11473508154733625,-0.2963454617481016,-0.02848378673870674
202009,0.019915651651991446,0.0011,0.0668236934295039,-0.16201728681882344,0.022988238483860494
202012,0.0189069273595831,0.0009,0.05198486258444501,-0.13319987065493955,0.031911867721937846
202103,0.01705339043778663,0.0003,0.05868628650850827,-0.25195609165511357,-0.019809439973020534
202106,0.015744011419301884,0.0004,0.03653968395952356,-0.12026124516389025,0.028893391628813023
202109,0.015101813249846982,0.0004,0.05603094832067734,-0.09855267536067736,0.035757140969103346
202112,0.01473538640486405,0.0006,0.032471403312078095,-0.07987318981300007,0.04193411902513464
